DATA;CO_ID;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;PR_ID;PR_CAT;PR_NOME
09/01/2010;12181;2;M;SEPARADO;0;B;600411;HIGIENE;LENCO UMEDECIDO
09/01/2010;12181;2;M;SEPARADO;0;B;600410;HIGIENE;HIDRATANTE
09/01/2010;12181;2;M;SEPARADO;0;B;800252;ALIMENTOS;QUEIJO DE CABRA
09/01/2010;12181;2;M;SEPARADO;0;B;500500;LIMPEZA;AGUA SANITARIA
09/01/2010;12181;2;M;SEPARADO;0;B;600416;HIGIENE;PROTETOR SOLAR
10/01/2010;12368;3;F;SOLTEIRO;0;B;800203;ALIMENTOS;ALHO
10/01/2010;12368;3;F;SOLTEIRO;0;B;600405;HIGIENE;FIO DENTAL
10/01/2010;12368;3;F;SOLTEIRO;0;B;600411;HIGIENE;LENCO UMEDECIDO
10/01/2010;12368;3;F;SOLTEIRO;0;B;700300;BEBIDAS;ENERGETICO
10/01/2010;12368;3;F;SOLTEIRO;0;B;500505;LIMPEZA;DESENGORDURANTE
10/01/2010;12368;3;F;SOLTEIRO;0;B;800253;ALIMENTOS;QUEIJO MUSSARELA
10/01/2010;12368;3;F;SOLTEIRO;0;B;800216;ALIMENTOS;CAFE
10/01/2010;12368;3;F;SOLTEIRO;0;B;500515;LIMPEZA;REMOVEDOR
10/01/2010;12368;3;F;SOLTEIRO;0;B;800214;ALIMENTOS;BISCOITO
10/01/2010;12368;3;F;SOLTEIRO;0;B;800240;ALIMENTOS;MAMAO PAPAYA
10/01/2010;12368;3;F;SOLTEIRO;0;B;500521;LIMPEZA;VASSOURA
10/01/2010;12368;3;F;SOLTEIRO;0;B;800207;ALIMENTOS;ATUM
10/01/2010;12368;3;F;SOLTEIRO;0;B;500517;LIMPEZA;SABAO
10/01/2010;12368;3;F;SOLTEIRO;0;B;500521;LIMPEZA;VASSOURA
10/01/2010;12368;3;F;SOLTEIRO;0;B;800229;ALIMENTOS;HAMBUGUER
11/01/2010;12555;3;F;SOLTEIRO;0;B;500504;LIMPEZA;CERA
11/01/2010;12555;3;F;SOLTEIRO;0;B;800232;ALIMENTOS;LATA DE ERVILHA
11/01/2010;12555;3;F;SOLTEIRO;0;B;800220;ALIMENTOS;COGUMELOS
11/01/2010;12555;3;F;SOLTEIRO;0;B;500513;LIMPEZA;ODORIZADOR
11/01/2010;12555;3;F;SOLTEIRO;0;B;500517;LIMPEZA;SABAO
11/01/2010;12555;3;F;SOLTEIRO;0;B;800238;ALIMENTOS;MACARRAO
11/01/2010;12555;3;F;SOLTEIRO;0;B;800230;ALIMENTOS;IOGURTE
11/01/2010;12555;3;F;SOLTEIRO;0;B;800226;ALIMENTOS;FEIJAO
11/01/2010;12555;3;F;SOLTEIRO;0;B;400601;PET;RACAO SECA PARA CAES
11/01/2010;12555;3;F;SOLTEIRO;0;B;600418;HIGIENE;SABONETE
11/01/2010;12555;3;F;SOLTEIRO;0;B;800246;ALIMENTOS;PALMITO
11/01/2010;12555;3;F;SOLTEIRO;0;B;500511;LIMPEZA;LIMPADOR PERFUMADO
11/01/2010;12555;3;F;SOLTEIRO;0;B;800250;ALIMENTOS;PRESUNTO COZIDO
12/01/2010;12742;3;F;SOLTEIRO;0;B;500510;LIMPEZA;LIMPADOR MULTIUSO
12/01/2010;12742;3;F;SOLTEIRO;0;B;800230;ALIMENTOS;IOGURTE
12/01/2010;12742;3;F;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
12/01/2010;12742;3;F;SOLTEIRO;0;B;800252;ALIMENTOS;QUEIJO DE CABRA
12/01/2010;12742;3;F;SOLTEIRO;0;B;800260;ALIMENTOS;TOMATE
12/01/2010;12742;3;F;SOLTEIRO;0;B;800210;ALIMENTOS;BANANA
12/01/2010;12742;3;F;SOLTEIRO;0;B;500521;LIMPEZA;VASSOURA
12/01/2010;12742;3;F;SOLTEIRO;0;B;800218;ALIMENTOS;CENOURA
12/01/2010;12742;3;F;SOLTEIRO;0;B;700302;BEBIDAS;REFRIGERANTE GUARANA
12/01/2010;12742;3;F;SOLTEIRO;0;B;800249;ALIMENTOS;PATE
12/01/2010;12742;3;F;SOLTEIRO;0;B;600407;HIGIENE;FRALDA
13/01/2010;12929;3;F;SOLTEIRO;0;B;800218;ALIMENTOS;CENOURA
13/01/2010;12929;3;F;SOLTEIRO;0;B;400604;PET;RACAO UMIDA PARA GATOS
13/01/2010;12929;3;F;SOLTEIRO;0;B;800216;ALIMENTOS;CAFE
13/01/2010;12929;3;F;SOLTEIRO;0;B;800239;ALIMENTOS;MACARRAO INSTANTANEO
13/01/2010;12929;3;F;SOLTEIRO;0;B;800232;ALIMENTOS;LATA DE ERVILHA
13/01/2010;12929;3;F;SOLTEIRO;0;B;800251;ALIMENTOS;PRESUNTO COZIDO
13/01/2010;12929;3;F;SOLTEIRO;0;B;800256;ALIMENTOS;SALGADINHO
13/01/2010;12929;3;F;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
13/01/2010;12929;3;F;SOLTEIRO;0;B;800220;ALIMENTOS;COGUMELOS
14/01/2010;13116;3;F;SOLTEIRO;0;B;800255;ALIMENTOS;RICOTA
15/01/2010;13303;4;F;SOLTEIRO;0;B;800261;ALIMENTOS;UVA
15/01/2010;13303;4;F;SOLTEIRO;0;B;500516;LIMPEZA;RODO
15/01/2010;13303;4;F;SOLTEIRO;0;B;800244;ALIMENTOS;MORTADELA
15/01/2010;13303;4;F;SOLTEIRO;0;B;600419;HIGIENE;SHAMPOO
15/01/2010;13303;4;F;SOLTEIRO;0;B;800231;ALIMENTOS;KETCHUP
15/01/2010;13303;4;F;SOLTEIRO;0;B;800205;ALIMENTOS;ARROZ
15/01/2010;13303;4;F;SOLTEIRO;0;B;600402;HIGIENE;CREME
15/01/2010;13303;4;F;SOLTEIRO;0;B;800216;ALIMENTOS;CAFE
15/01/2010;13303;4;F;SOLTEIRO;0;B;900100;ACESSORIOS;CHUPETA
15/01/2010;13303;4;F;SOLTEIRO;0;B;800228;ALIMENTOS;GRANOLA
15/01/2010;13303;4;F;SOLTEIRO;0;B;600409;HIGIENE;HASTES FLEXIVEIS
15/01/2010;13303;4;F;SOLTEIRO;0;B;600411;HIGIENE;LENCO UMEDECIDO
15/01/2010;13303;4;F;SOLTEIRO;0;B;800241;ALIMENTOS;MAMAO
16/01/2010;13490;4;F;SOLTEIRO;0;B;800225;ALIMENTOS;DOCE
16/01/2010;13490;4;F;SOLTEIRO;0;B;500515;LIMPEZA;REMOVEDOR
16/01/2010;13490;4;F;SOLTEIRO;0;B;600404;HIGIENE;ESCOVA DE DENTE
16/01/2010;13490;4;F;SOLTEIRO;0;B;800212;ALIMENTOS;BATATA DOCE
16/01/2010;13490;4;F;SOLTEIRO;0;B;800255;ALIMENTOS;RICOTA
16/01/2010;13490;4;F;SOLTEIRO;0;B;800206;ALIMENTOS;ARROZ INTEGRAL
16/01/2010;13490;4;F;SOLTEIRO;0;B;800257;ALIMENTOS;SALGADINHOS DE MILHO
16/01/2010;13490;4;F;SOLTEIRO;0;B;700300;BEBIDAS;ENERGETICO
16/01/2010;13490;4;F;SOLTEIRO;0;B;600412;HIGIENE;MODELADOR
16/01/2010;13490;4;F;SOLTEIRO;0;B;700302;BEBIDAS;REFRIGERANTE GUARANA
16/01/2010;13490;4;F;SOLTEIRO;0;B;500518;LIMPEZA;SABAO EM PO
17/01/2010;13677;4;F;SOLTEIRO;0;B;400604;PET;RACAO UMIDA PARA GATOS
17/01/2010;13677;4;F;SOLTEIRO;0;B;800236;ALIMENTOS;LIMAO
17/01/2010;13677;4;F;SOLTEIRO;0;B;800260;ALIMENTOS;TOMATE
17/01/2010;13677;4;F;SOLTEIRO;0;B;800203;ALIMENTOS;ALHO
17/01/2010;13677;4;F;SOLTEIRO;0;B;800250;ALIMENTOS;PRESUNTO COZIDO
17/01/2010;13677;4;F;SOLTEIRO;0;B;600402;HIGIENE;CREME
17/01/2010;13677;4;F;SOLTEIRO;0;B;800213;ALIMENTOS;BIFE DE COXAO MOLE
17/01/2010;13677;4;F;SOLTEIRO;0;B;500517;LIMPEZA;SABAO
17/01/2010;13677;4;F;SOLTEIRO;0;B;800253;ALIMENTOS;QUEIJO MUSSARELA
18/01/2010;13864;4;F;SOLTEIRO;0;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
18/01/2010;13864;4;F;SOLTEIRO;0;B;800200;ALIMENTOS;ABACATE
18/01/2010;13864;4;F;SOLTEIRO;0;B;400602;PET;RACAO SECA PARA GATOS
18/01/2010;13864;4;F;SOLTEIRO;0;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
18/01/2010;13864;4;F;SOLTEIRO;0;B;800240;ALIMENTOS;MAMAO PAPAYA
18/01/2010;13864;4;F;SOLTEIRO;0;B;600408;HIGIENE;GEL
18/01/2010;13864;4;F;SOLTEIRO;0;B;800221;ALIMENTOS;COPA SUINA
18/01/2010;13864;4;F;SOLTEIRO;0;B;800219;ALIMENTOS;CHA
18/01/2010;13864;4;F;SOLTEIRO;0;B;800203;ALIMENTOS;ALHO
18/01/2010;13864;4;F;SOLTEIRO;0;B;800238;ALIMENTOS;MACARRAO
18/01/2010;13864;4;F;SOLTEIRO;0;B;800260;ALIMENTOS;TOMATE
18/01/2010;13864;4;F;SOLTEIRO;0;B;800236;ALIMENTOS;LIMAO
18/01/2010;13864;4;F;SOLTEIRO;0;B;500516;LIMPEZA;RODO
18/01/2010;13864;4;F;SOLTEIRO;0;B;800256;ALIMENTOS;SALGADINHO
18/01/2010;13864;4;F;SOLTEIRO;0;B;400604;PET;RACAO UMIDA PARA GATOS
19/01/2010;14051;4;F;SOLTEIRO;0;B;800242;ALIMENTOS;MANGA
19/01/2010;14051;4;F;SOLTEIRO;0;B;800247;ALIMENTOS;PAO DE FORMA
20/01/2010;14238;5;M;SOLTEIRO;3;C;800238;ALIMENTOS;MACARRAO
20/01/2010;14238;5;M;SOLTEIRO;3;C;800231;ALIMENTOS;KETCHUP
20/01/2010;14238;5;M;SOLTEIRO;3;C;800207;ALIMENTOS;ATUM
20/01/2010;14238;5;M;SOLTEIRO;3;C;800225;ALIMENTOS;DOCE
20/01/2010;14238;5;M;SOLTEIRO;3;C;800252;ALIMENTOS;QUEIJO DE CABRA
20/01/2010;14238;5;M;SOLTEIRO;3;C;600415;HIGIENE;PRESERVATIVO
20/01/2010;14238;5;M;SOLTEIRO;3;C;500519;LIMPEZA;TIRA LIMO
20/01/2010;14238;5;M;SOLTEIRO;3;C;500515;LIMPEZA;REMOVEDOR
20/01/2010;14238;5;M;SOLTEIRO;3;C;800250;ALIMENTOS;PRESUNTO COZIDO
20/01/2010;14238;5;M;SOLTEIRO;3;C;600419;HIGIENE;SHAMPOO
20/01/2010;14238;5;M;SOLTEIRO;3;C;800200;ALIMENTOS;ABACATE
21/01/2010;14425;5;M;SOLTEIRO;3;C;800237;ALIMENTOS;LINGUICA
21/01/2010;14425;5;M;SOLTEIRO;3;C;400601;PET;RACAO SECA PARA CAES
21/01/2010;14425;5;M;SOLTEIRO;3;C;800252;ALIMENTOS;QUEIJO DE CABRA
21/01/2010;14425;5;M;SOLTEIRO;3;C;800201;ALIMENTOS;ABACAXI
21/01/2010;14425;5;M;SOLTEIRO;3;C;500513;LIMPEZA;ODORIZADOR
21/01/2010;14425;5;M;SOLTEIRO;3;C;500520;LIMPEZA;TIRA MANCHA
21/01/2010;14425;5;M;SOLTEIRO;3;C;400603;PET;RACAO UMIDA PARA CAES
21/01/2010;14425;5;M;SOLTEIRO;3;C;600421;HIGIENE;TINTURAS
21/01/2010;14425;5;M;SOLTEIRO;3;C;500508;LIMPEZA;INSETICIDA
22/01/2010;14612;5;M;SOLTEIRO;3;C;400603;PET;RACAO UMIDA PARA CAES
22/01/2010;14612;5;M;SOLTEIRO;3;C;800205;ALIMENTOS;ARROZ
22/01/2010;14612;5;M;SOLTEIRO;3;C;800220;ALIMENTOS;COGUMELOS
22/01/2010;14612;5;M;SOLTEIRO;3;C;500501;LIMPEZA;ALCOOL
22/01/2010;14612;5;M;SOLTEIRO;3;C;500511;LIMPEZA;LIMPADOR PERFUMADO
22/01/2010;14612;5;M;SOLTEIRO;3;C;500521;LIMPEZA;VASSOURA
22/01/2010;14612;5;M;SOLTEIRO;3;C;800206;ALIMENTOS;ARROZ INTEGRAL
22/01/2010;14612;5;M;SOLTEIRO;3;C;600402;HIGIENE;CREME
22/01/2010;14612;5;M;SOLTEIRO;3;C;800209;ALIMENTOS;AZEITONA
22/01/2010;14612;5;M;SOLTEIRO;3;C;700300;BEBIDAS;ENERGETICO
22/01/2010;14612;5;M;SOLTEIRO;3;C;800254;ALIMENTOS;REQUEIJAO
22/01/2010;14612;5;M;SOLTEIRO;3;C;600420;HIGIENE;TALCO
22/01/2010;14612;5;M;SOLTEIRO;3;C;800243;ALIMENTOS;MOLHO BARBECUE
22/01/2010;14612;5;M;SOLTEIRO;3;C;800235;ALIMENTOS;LEITE CONDENSADO
22/01/2010;14612;5;M;SOLTEIRO;3;C;600418;HIGIENE;SABONETE
23/01/2010;14799;5;M;SOLTEIRO;3;C;600412;HIGIENE;MODELADOR
23/01/2010;14799;5;M;SOLTEIRO;3;C;500520;LIMPEZA;TIRA MANCHA
23/01/2010;14799;5;M;SOLTEIRO;3;C;600401;HIGIENE;CONDICIONADOR
23/01/2010;14799;5;M;SOLTEIRO;3;C;700304;BEBIDAS;REFRIGERANTE LIMaO
23/01/2010;14799;5;M;SOLTEIRO;3;C;900101;ACESSORIOS;MORDEDOR
24/01/2010;14986;6;M;DIVORCIADO;0;B;600406;HIGIENE;FIXADOR
24/01/2010;14986;6;M;DIVORCIADO;0;B;700303;BEBIDAS;REFRIGERANTE LARANJA
24/01/2010;14986;6;M;DIVORCIADO;0;B;500519;LIMPEZA;TIRA LIMO
24/01/2010;14986;6;M;DIVORCIADO;0;B;800212;ALIMENTOS;BATATA DOCE
24/01/2010;14986;6;M;DIVORCIADO;0;B;800211;ALIMENTOS;BATATA
24/01/2010;14986;6;M;DIVORCIADO;0;B;800244;ALIMENTOS;MORTADELA
24/01/2010;14986;6;M;DIVORCIADO;0;B;600402;HIGIENE;CREME
24/01/2010;14986;6;M;DIVORCIADO;0;B;600417;HIGIENE;REPELENTE
24/01/2010;14986;6;M;DIVORCIADO;0;B;700300;BEBIDAS;ENERGETICO
24/01/2010;14986;6;M;DIVORCIADO;0;B;500516;LIMPEZA;RODO
24/01/2010;14986;6;M;DIVORCIADO;0;B;600406;HIGIENE;FIXADOR
25/01/2010;15173;6;M;DIVORCIADO;0;B;500502;LIMPEZA;AMACIANTE
25/01/2010;15173;6;M;DIVORCIADO;0;B;800258;ALIMENTOS;SARDINHA
25/01/2010;15173;6;M;DIVORCIADO;0;B;800237;ALIMENTOS;LINGUICA
25/01/2010;15173;6;M;DIVORCIADO;0;B;900101;ACESSORIOS;MORDEDOR
25/01/2010;15173;6;M;DIVORCIADO;0;B;600404;HIGIENE;ESCOVA DE DENTE
25/01/2010;15173;6;M;DIVORCIADO;0;B;800227;ALIMENTOS;FILE DE PEIXE
25/01/2010;15173;6;M;DIVORCIADO;0;B;800245;ALIMENTOS;OVOS
25/01/2010;15173;6;M;DIVORCIADO;0;B;800229;ALIMENTOS;HAMBUGUER
25/01/2010;15173;6;M;DIVORCIADO;0;B;500508;LIMPEZA;INSETICIDA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800219;ALIMENTOS;CHA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800221;ALIMENTOS;COPA SUINA
26/01/2010;15360;6;M;DIVORCIADO;0;B;500519;LIMPEZA;TIRA LIMO
26/01/2010;15360;6;M;DIVORCIADO;0;B;500506;LIMPEZA;DESINFETANTE
26/01/2010;15360;6;M;DIVORCIADO;0;B;800238;ALIMENTOS;MACARRAO
26/01/2010;15360;6;M;DIVORCIADO;0;B;600405;HIGIENE;FIO DENTAL
26/01/2010;15360;6;M;DIVORCIADO;0;B;800258;ALIMENTOS;SARDINHA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800255;ALIMENTOS;RICOTA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800246;ALIMENTOS;PALMITO
26/01/2010;15360;6;M;DIVORCIADO;0;B;800201;ALIMENTOS;ABACAXI
26/01/2010;15360;6;M;DIVORCIADO;0;B;800228;ALIMENTOS;GRANOLA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800208;ALIMENTOS;AZEITE
26/01/2010;15360;6;M;DIVORCIADO;0;B;500521;LIMPEZA;VASSOURA
26/01/2010;15360;6;M;DIVORCIADO;0;B;800223;ALIMENTOS;COXA E SOBRECOXA DE FRANGO
26/01/2010;15360;6;M;DIVORCIADO;0;B;800209;ALIMENTOS;AZEITONA
27/01/2010;15547;6;M;DIVORCIADO;0;B;400604;PET;RACAO UMIDA PARA GATOS
27/01/2010;15547;6;M;DIVORCIADO;0;B;600404;HIGIENE;ESCOVA DE DENTE
27/01/2010;15547;6;M;DIVORCIADO;0;B;600404;HIGIENE;ESCOVA DE DENTE
27/01/2010;15547;6;M;DIVORCIADO;0;B;800220;ALIMENTOS;COGUMELOS
27/01/2010;15547;6;M;DIVORCIADO;0;B;500521;LIMPEZA;VASSOURA
27/01/2010;15547;6;M;DIVORCIADO;0;B;800214;ALIMENTOS;BISCOITO
27/01/2010;15547;6;M;DIVORCIADO;0;B;800243;ALIMENTOS;MOLHO BARBECUE
27/01/2010;15547;6;M;DIVORCIADO;0;B;600413;HIGIENE;PAPEL HIGIENICO
27/01/2010;15547;6;M;DIVORCIADO;0;B;800221;ALIMENTOS;COPA SUINA
27/01/2010;15547;6;M;DIVORCIADO;0;B;800246;ALIMENTOS;PALMITO
27/01/2010;15547;6;M;DIVORCIADO;0;B;500508;LIMPEZA;INSETICIDA
27/01/2010;15547;6;M;DIVORCIADO;0;B;500512;LIMPEZA;LUSTRA MOVEIS
27/01/2010;15547;6;M;DIVORCIADO;0;B;800243;ALIMENTOS;MOLHO BARBECUE
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;800245;ALIMENTOS;OVOS
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;500505;LIMPEZA;DESENGORDURANTE
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;800246;ALIMENTOS;PALMITO
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;700305;BEBIDAS;REFRIGERANTE OUTROS
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;800238;ALIMENTOS;MACARRAO
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;700301;BEBIDAS;REFRIGERANTE COLA
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;800257;ALIMENTOS;SALGADINHOS DE MILHO
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;600418;HIGIENE;SABONETE
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;700300;BEBIDAS;ENERGETICO
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;600401;HIGIENE;CONDICIONADOR
28/01/2010;15734;7;F;CASADO OU UNIAO ESTAVEL;3;B;800208;ALIMENTOS;AZEITE
29/01/2010;15921;7;F;CASADO OU UNIAO ESTAVEL;3;B;500503;LIMPEZA;BALDE
29/01/2010;15921;7;F;CASADO OU UNIAO ESTAVEL;3;B;800220;ALIMENTOS;COGUMELOS
